day,metric,mean,q025,q975,date,specialty
163,nwm104_total,1,1,1,09/03/2023,ENT
163,nwm52_total,190,190,190,09/03/2023,ENT
163,nwm78_total,44,44,44,09/03/2023,ENT
163,rtt_maxwt,23,23,23,09/03/2023,ENT
163,rtt_meanwt,23,23,23,09/03/2023,ENT
163,rtt_medianwt,23,23,23,09/03/2023,ENT
163,rtt_nwm78_total,44,44,44,09/03/2023,ENT
163,wl_size,718,718,718,09/03/2023,ENT
164,nwl104_total,0,0,0,10/03/2023,ENT
164,nwl52_total,531,531,531,10/03/2023,ENT
164,nwm104_total,1,1,1,10/03/2023,ENT
164,nwm52_total,190,190,190,10/03/2023,ENT
164,nwm78_total,44,44,44,10/03/2023,ENT
164,rtt_maxwt,35,35,35,10/03/2023,ENT
164,rtt_meanwt,27,27,27,10/03/2023,ENT
164,rtt_medianwt,24,24,24,10/03/2023,ENT
164,rtt_nwm78_total,44,44,44,10/03/2023,ENT
164,wl_size,722,722,722,10/03/2023,ENT
165,nwl104_total,0,0,0,11/03/2023,ENT
165,nwl52_total,530,530,530,11/03/2023,ENT
165,nwm104_total,1,1,1,11/03/2023,ENT
165,nwm52_total,189,189,189,11/03/2023,ENT
165,nwm78_total,44,44,44,11/03/2023,ENT
165,rtt_maxwt,22,22,22,11/03/2023,ENT
165,rtt_meanwt,21,21,21,11/03/2023,ENT
165,rtt_medianwt,21,21,21,11/03/2023,ENT
165,rtt_nwm78_total,44,44,44,11/03/2023,ENT
165,wl_size,720,720,720,11/03/2023,ENT
166,nwl104_total,0,0,0,12/03/2023,ENT
166,nwl52_total,529,529,529,12/03/2023,ENT
166,nwm104_total,1,1,1,12/03/2023,ENT
166,nwm52_total,188,188,188,12/03/2023,ENT
166,nwm78_total,44,44,44,12/03/2023,ENT
166,rtt_maxwt,21,21,21,12/03/2023,ENT
166,rtt_meanwt,21,21,21,12/03/2023,ENT
166,rtt_medianwt,21,21,21,12/03/2023,ENT
166,rtt_nwm78_total,44,44,44,12/03/2023,ENT
166,wl_size,718,718,718,12/03/2023,ENT
167,nwl104_total,0,0,0,13/03/2023,ENT
167,nwl52_total,531,531,531,13/03/2023,ENT
167,nwm104_total,1,1,1,13/03/2023,ENT
167,nwm52_total,188,188,188,13/03/2023,ENT
167,nwm78_total,44,44,44,13/03/2023,ENT
167,rtt_maxwt,21,21,21,13/03/2023,ENT
167,rtt_meanwt,20,20,20,13/03/2023,ENT
167,rtt_medianwt,21,21,21,13/03/2023,ENT
167,rtt_nwm78_total,44,44,44,13/03/2023,ENT
167,wl_size,720,720,720,13/03/2023,ENT
168,nwl104_total,0,0,0,14/03/2023,ENT
168,nwl52_total,532,532,532,14/03/2023,ENT
168,nwm104_total,1,1,1,14/03/2023,ENT
168,nwm52_total,187,187,187,14/03/2023,ENT
168,nwm78_total,44,44,44,14/03/2023,ENT
168,rtt_maxwt,36,36,36,14/03/2023,ENT
168,rtt_meanwt,36,36,36,14/03/2023,ENT
168,rtt_medianwt,36,36,36,14/03/2023,ENT
168,rtt_nwm78_total,44,44,44,14/03/2023,ENT
168,wl_size,720,720,720,14/03/2023,ENT
169,nwl104_total,0,0,0,15/03/2023,ENT
169,nwl52_total,529,529,529,15/03/2023,ENT
169,nwm104_total,1,1,1,15/03/2023,ENT
169,nwm52_total,189,189,189,15/03/2023,ENT
169,nwm78_total,47,47,47,15/03/2023,ENT
169,rtt_maxwt,20,20,20,15/03/2023,ENT
169,rtt_meanwt,19.5,19.5,19.5,15/03/2023,ENT
169,rtt_medianwt,19.5,19.5,19.5,15/03/2023,ENT
169,rtt_nwm78_total,47,47,47,15/03/2023,ENT
169,wl_size,719,719,719,15/03/2023,ENT
170,nwl104_total,0,0,0,16/03/2023,ENT
170,nwl52_total,530,530,530,16/03/2023,ENT
170,nwm104_total,1,1,1,16/03/2023,ENT
170,nwm52_total,189,189,189,16/03/2023,ENT
170,nwm78_total,47,47,47,16/03/2023,ENT
170,rtt_nwm78_total,47,47,47,16/03/2023,ENT
170,wl_size,720,720,720,16/03/2023,ENT
171,nwl104_total,0,0,0,17/03/2023,ENT
171,nwl52_total,533,533,533,17/03/2023,ENT
171,nwm104_total,1,1,1,17/03/2023,ENT
171,nwm52_total,189,189,189,17/03/2023,ENT
171,nwm78_total,47,47,47,17/03/2023,ENT
171,rtt_nwm78_total,47,47,47,17/03/2023,ENT
171,wl_size,723,723,723,17/03/2023,ENT
172,nwl104_total,0,0,0,18/03/2023,ENT
172,nwl52_total,532,532,532,18/03/2023,ENT
172,nwm104_total,1,1,1,18/03/2023,ENT
172,nwm52_total,189,189,189,18/03/2023,ENT
172,nwm78_total,47,47,47,18/03/2023,ENT
172,rtt_maxwt,22,22,22,18/03/2023,ENT
172,rtt_meanwt,22,22,22,18/03/2023,ENT
172,rtt_medianwt,22,22,22,18/03/2023,ENT
172,rtt_nwm78_total,47,47,47,18/03/2023,ENT
172,wl_size,722,722,722,18/03/2023,ENT
173,nwl104_total,0,0,0,19/03/2023,ENT
173,nwl52_total,533,533,533,19/03/2023,ENT
173,nwm104_total,1,1,1,19/03/2023,ENT
173,nwm52_total,189,189,189,19/03/2023,ENT
173,nwm78_total,47,47,47,19/03/2023,ENT
173,rtt_maxwt,23,23,23,19/03/2023,ENT
173,rtt_meanwt,22.5,22.5,22.5,19/03/2023,ENT
173,rtt_medianwt,22.5,22.5,22.5,19/03/2023,ENT
173,rtt_nwm78_total,47,47,47,19/03/2023,ENT
173,wl_size,723,723,723,19/03/2023,ENT
174,nwl104_total,0,0,0,20/03/2023,ENT
174,nwl52_total,541,541,541,20/03/2023,ENT
174,nwm104_total,1,1,1,20/03/2023,ENT
174,nwm52_total,189,189,189,20/03/2023,ENT
174,nwm78_total,47,47,47,20/03/2023,ENT
174,rtt_nwm78_total,47,47,47,20/03/2023,ENT
174,wl_size,731,731,731,20/03/2023,ENT
175,nwl104_total,0,0,0,21/03/2023,ENT
175,nwl52_total,537,537,537,21/03/2023,ENT
175,nwm104_total,1,1,1,21/03/2023,ENT
175,nwm52_total,189,189,189,21/03/2023,ENT
175,nwm78_total,47,47,47,21/03/2023,ENT
175,rtt_maxwt,286,286,286,21/03/2023,ENT
175,rtt_meanwt,65.33333333333333,65.33333333333333,65.33333333333333,21/03/2023,ENT
175,rtt_medianwt,22,22,22,21/03/2023,ENT
175,rtt_nwm78_total,47,47,47,21/03/2023,ENT
175,wl_size,727,727,727,21/03/2023,ENT
176,nwl104_total,0,0,0,22/03/2023,ENT
176,nwl52_total,534,534,534,22/03/2023,ENT
176,nwm104_total,1,1,1,22/03/2023,ENT
176,nwm52_total,192,192,192,22/03/2023,ENT
176,nwm78_total,50,50,50,22/03/2023,ENT
176,rtt_maxwt,19,19,19,22/03/2023,ENT
176,rtt_meanwt,18.5,18.5,18.5,22/03/2023,ENT
176,rtt_medianwt,18.5,18.5,18.5,22/03/2023,ENT
176,rtt_nwm78_total,50,50,50,22/03/2023,ENT
176,wl_size,727,727,727,22/03/2023,ENT
177,nwl104_total,0,0,0,23/03/2023,ENT
177,nwl52_total,537,537,537,23/03/2023,ENT
177,nwm104_total,1,1,1,23/03/2023,ENT
177,nwm52_total,192,192,192,23/03/2023,ENT
177,nwm78_total,50,50,50,23/03/2023,ENT
177,rtt_maxwt,19,19,19,23/03/2023,ENT
177,rtt_meanwt,18.333333333333332,18.333333333333332,18.333333333333332,23/03/2023,ENT
177,rtt_medianwt,18,18,18,23/03/2023,ENT
177,rtt_nwm78_total,50,50,50,23/03/2023,ENT
177,wl_size,730,730,730,23/03/2023,ENT
178,nwl104_total,0,0,0,24/03/2023,ENT
178,nwl52_total,538,538,538,24/03/2023,ENT
178,nwm104_total,1,1,1,24/03/2023,ENT
178,nwm52_total,192,192,192,24/03/2023,ENT
178,nwm78_total,50,50,50,24/03/2023,ENT
178,rtt_nwm78_total,50,50,50,24/03/2023,ENT
178,wl_size,731,731,731,24/03/2023,ENT
179,nwl104_total,0,0,0,25/03/2023,ENT
179,nwl52_total,542,542,542,25/03/2023,ENT
179,nwm104_total,1,1,1,25/03/2023,ENT
179,nwm52_total,192,192,192,25/03/2023,ENT
179,nwm78_total,50,50,50,25/03/2023,ENT
179,rtt_nwm78_total,50,50,50,25/03/2023,ENT
179,wl_size,735,735,735,25/03/2023,ENT
180,nwl104_total,0,0,0,26/03/2023,ENT
180,nwl52_total,550,550,550,26/03/2023,ENT
180,nwm104_total,1,1,1,26/03/2023,ENT
180,nwm52_total,192,192,192,26/03/2023,ENT
180,nwm78_total,50,50,50,26/03/2023,ENT
180,rtt_nwm78_total,50,50,50,26/03/2023,ENT
180,wl_size,743,743,743,26/03/2023,ENT
181,nwl104_total,0,0,0,27/03/2023,ENT
181,nwl52_total,547,547,547,27/03/2023,ENT
181,nwm104_total,1,1,1,27/03/2023,ENT
181,nwm52_total,192,192,192,27/03/2023,ENT
181,nwm78_total,50,50,50,27/03/2023,ENT
181,rtt_maxwt,105,105,105,27/03/2023,ENT
181,rtt_meanwt,49,49,49,27/03/2023,ENT
181,rtt_medianwt,21,21,21,27/03/2023,ENT
181,rtt_nwm78_total,50,50,50,27/03/2023,ENT
181,wl_size,740,740,740,27/03/2023,ENT
182,nwl104_total,0,0,0,28/03/2023,ENT
182,nwl52_total,544,544,544,28/03/2023,ENT
182,nwm104_total,1,1,1,28/03/2023,ENT
182,nwm52_total,191,191,191,28/03/2023,ENT
182,nwm78_total,49,49,49,28/03/2023,ENT
182,rtt_maxwt,22,22,22,28/03/2023,ENT
182,rtt_meanwt,21.333333333333332,21.333333333333332,21.333333333333332,28/03/2023,ENT
182,rtt_medianwt,21,21,21,28/03/2023,ENT
182,rtt_nwm78_total,49,49,49,28/03/2023,ENT
182,wl_size,736,736,736,28/03/2023,ENT
183,nwl104_total,0,0,0,29/03/2023,ENT
183,nwl52_total,542,542,542,29/03/2023,ENT
183,nwm104_total,1,1,1,29/03/2023,ENT
183,nwm52_total,195,195,195,29/03/2023,ENT
183,nwm78_total,52,52,52,29/03/2023,ENT
183,rtt_nwm78_total,52,52,52,29/03/2023,ENT
183,wl_size,738,738,738,29/03/2023,ENT
184,nwl104_total,0,0,0,30/03/2023,ENT
184,nwl52_total,548,548,548,30/03/2023,ENT
184,nwm104_total,1,1,1,30/03/2023,ENT
184,nwm52_total,195,195,195,30/03/2023,ENT
184,nwm78_total,52,52,52,30/03/2023,ENT
184,rtt_maxwt,35,35,35,30/03/2023,ENT
184,rtt_meanwt,35,35,35,30/03/2023,ENT
184,rtt_medianwt,35,35,35,30/03/2023,ENT
184,rtt_nwm78_total,52,52,52,30/03/2023,ENT
184,wl_size,744,744,744,30/03/2023,ENT
185,nwl104_total,0,0,0,31/03/2023,ENT
185,nwl52_total,550,550,550,31/03/2023,ENT
185,nwm104_total,1,1,1,31/03/2023,ENT
185,nwm52_total,195,195,195,31/03/2023,ENT
185,nwm78_total,52,52,52,31/03/2023,ENT
185,rtt_maxwt,23,23,23,31/03/2023,ENT
185,rtt_meanwt,23,23,23,31/03/2023,ENT
185,rtt_medianwt,23,23,23,31/03/2023,ENT
185,rtt_nwm78_total,52,52,52,31/03/2023,ENT
185,wl_size,746,746,746,31/03/2023,ENT
186,nwl104_total,0,0,0,01/04/2023,ENT
186,nwl52_total,554,554,554,01/04/2023,ENT
186,nwm104_total,1,1,1,01/04/2023,ENT
186,nwm52_total,195,195,195,01/04/2023,ENT
186,nwm78_total,52,52,52,01/04/2023,ENT
186,rtt_nwm78_total,52,52,52,01/04/2023,ENT
186,wl_size,750,750,750,01/04/2023,ENT
187,nwl104_total,0,0,0,02/04/2023,ENT
187,nwl52_total,550,550,550,02/04/2023,ENT
187,nwm104_total,1,1,1,02/04/2023,ENT
187,nwm52_total,194,194,194,02/04/2023,ENT
187,nwm78_total,52,52,52,02/04/2023,ENT
187,rtt_maxwt,25,25,25,02/04/2023,ENT
187,rtt_meanwt,23.5,23.5,23.5,02/04/2023,ENT
187,rtt_medianwt,23,23,23,02/04/2023,ENT
187,rtt_nwm78_total,52,52,52,02/04/2023,ENT
187,wl_size,745,745,745,02/04/2023,ENT
188,nwl104_total,0,0,0,03/04/2023,ENT
188,nwl52_total,554,554,554,03/04/2023,ENT
188,nwm104_total,1,1,1,03/04/2023,ENT
188,nwm52_total,194,194,194,03/04/2023,ENT
188,nwm78_total,52,52,52,03/04/2023,ENT
188,rtt_maxwt,104,104,104,03/04/2023,ENT
188,rtt_meanwt,63.5,63.5,63.5,03/04/2023,ENT
188,rtt_medianwt,63.5,63.5,63.5,03/04/2023,ENT
188,rtt_nwm78_total,52,52,52,03/04/2023,ENT
188,wl_size,749,749,749,03/04/2023,ENT
189,nwl104_total,0,0,0,04/04/2023,ENT
189,nwl52_total,554,554,554,04/04/2023,ENT
189,nwm104_total,1,1,1,04/04/2023,ENT
189,nwm52_total,194,194,194,04/04/2023,ENT
189,nwm78_total,52,52,52,04/04/2023,ENT
189,rtt_maxwt,22,22,22,04/04/2023,ENT
189,rtt_meanwt,22,22,22,04/04/2023,ENT
189,rtt_medianwt,22,22,22,04/04/2023,ENT
189,rtt_nwm78_total,52,52,52,04/04/2023,ENT
189,wl_size,749,749,749,04/04/2023,ENT
190,nwl104_total,0,0,0,05/04/2023,ENT
190,nwl52_total,547,547,547,05/04/2023,ENT
190,nwm104_total,1,1,1,05/04/2023,ENT
190,nwm52_total,203,203,203,05/04/2023,ENT
190,nwm78_total,58,58,58,05/04/2023,ENT
190,rtt_maxwt,23,23,23,05/04/2023,ENT
190,rtt_meanwt,21,21,21,05/04/2023,ENT
190,rtt_medianwt,21,21,21,05/04/2023,ENT
190,rtt_nwm78_total,58,58,58,05/04/2023,ENT
190,wl_size,751,751,751,05/04/2023,ENT
191,nwl104_total,0,0,0,06/04/2023,ENT
191,nwl52_total,548,548,548,06/04/2023,ENT
191,nwm104_total,1,1,1,06/04/2023,ENT
191,nwm52_total,203,203,203,06/04/2023,ENT
191,nwm78_total,58,58,58,06/04/2023,ENT
191,rtt_maxwt,20,20,20,06/04/2023,ENT
191,rtt_meanwt,19,19,19,06/04/2023,ENT
191,rtt_medianwt,19,19,19,06/04/2023,ENT
191,rtt_nwm78_total,58,58,58,06/04/2023,ENT
191,wl_size,752,752,752,06/04/2023,ENT
192,nwl104_total,0,0,0,07/04/2023,ENT
192,nwl52_total,551,551,551,07/04/2023,ENT
192,nwm104_total,1,1,1,07/04/2023,ENT
192,nwm52_total,203,203,203,07/04/2023,ENT
192,nwm78_total,58,58,58,07/04/2023,ENT
192,rtt_maxwt,19,19,19,07/04/2023,ENT
192,rtt_meanwt,19,19,19,07/04/2023,ENT
192,rtt_medianwt,19,19,19,07/04/2023,ENT
192,rtt_nwm78_total,58,58,58,07/04/2023,ENT
192,wl_size,755,755,755,07/04/2023,ENT
193,nwl104_total,0,0,0,08/04/2023,ENT
193,nwl52_total,554,554,554,08/04/2023,ENT
193,nwm104_total,1,1,1,08/04/2023,ENT
193,nwm52_total,203,203,203,08/04/2023,ENT
193,nwm78_total,58,58,58,08/04/2023,ENT
193,rtt_nwm78_total,58,58,58,08/04/2023,ENT
193,wl_size,758,758,758,08/04/2023,ENT
194,nwl104_total,0,0,0,09/04/2023,ENT
194,nwl52_total,556,556,556,09/04/2023,ENT
194,nwm104_total,1,1,1,09/04/2023,ENT
194,nwm52_total,203,203,203,09/04/2023,ENT
194,nwm78_total,58,58,58,09/04/2023,ENT
194,rtt_maxwt,40,40,40,09/04/2023,ENT
194,rtt_meanwt,40,40,40,09/04/2023,ENT
194,rtt_medianwt,40,40,40,09/04/2023,ENT
194,rtt_nwm78_total,58,58,58,09/04/2023,ENT
194,wl_size,760,760,760,09/04/2023,ENT
195,nwl104_total,0,0,0,10/04/2023,ENT
195,nwl52_total,555,555,555,10/04/2023,ENT
195,nwm104_total,1,1,1,10/04/2023,ENT
195,nwm52_total,203,203,203,10/04/2023,ENT
195,nwm78_total,58,58,58,10/04/2023,ENT
195,rtt_maxwt,36,36,36,10/04/2023,ENT
195,rtt_meanwt,24.2,24.2,24.2,10/04/2023,ENT
195,rtt_medianwt,21,21,21,10/04/2023,ENT
195,rtt_nwm78_total,58,58,58,10/04/2023,ENT
195,wl_size,759,759,759,10/04/2023,ENT
196,nwl104_total,0,0,0,11/04/2023,ENT
196,nwl52_total,561,561,561,11/04/2023,ENT
196,nwm104_total,1,1,1,11/04/2023,ENT
196,nwm52_total,203,203,203,11/04/2023,ENT
196,nwm78_total,58,58,58,11/04/2023,ENT
196,rtt_maxwt,104,104,104,11/04/2023,ENT
196,rtt_meanwt,104,104,104,11/04/2023,ENT
196,rtt_medianwt,104,104,104,11/04/2023,ENT
196,rtt_nwm78_total,58,58,58,11/04/2023,ENT
196,wl_size,765,765,765,11/04/2023,ENT
197,nwl104_total,0,0,0,12/04/2023,ENT
197,nwl52_total,560,560,560,12/04/2023,ENT
197,nwm104_total,1,1,1,12/04/2023,ENT
197,nwm52_total,206,206,206,12/04/2023,ENT
197,nwm78_total,63,63,63,12/04/2023,ENT
197,rtt_maxwt,36,36,36,12/04/2023,ENT
197,rtt_meanwt,29.5,29.5,29.5,12/04/2023,ENT
197,rtt_medianwt,29.5,29.5,29.5,12/04/2023,ENT
197,rtt_nwm78_total,63,63,63,12/04/2023,ENT
197,wl_size,767,767,767,12/04/2023,ENT
198,nwl104_total,0,0,0,13/04/2023,ENT
198,nwl52_total,563,563,563,13/04/2023,ENT
198,nwm104_total,1,1,1,13/04/2023,ENT
198,nwm52_total,206,206,206,13/04/2023,ENT
198,nwm78_total,63,63,63,13/04/2023,ENT
198,rtt_maxwt,23,23,23,13/04/2023,ENT
198,rtt_meanwt,22.5,22.5,22.5,13/04/2023,ENT
198,rtt_medianwt,22.5,22.5,22.5,13/04/2023,ENT
198,rtt_nwm78_total,63,63,63,13/04/2023,ENT
198,wl_size,770,770,770,13/04/2023,ENT
199,nwl104_total,0,0,0,14/04/2023,ENT
199,nwl52_total,566,566,566,14/04/2023,ENT
199,nwm104_total,1,1,1,14/04/2023,ENT
199,nwm52_total,206,206,206,14/04/2023,ENT
199,nwm78_total,63,63,63,14/04/2023,ENT
199,rtt_nwm78_total,63,63,63,14/04/2023,ENT
199,wl_size,773,773,773,14/04/2023,ENT
200,nwl104_total,0,0,0,15/04/2023,ENT
200,nwl52_total,568,568,568,15/04/2023,ENT
200,nwm104_total,1,1,1,15/04/2023,ENT
200,nwm52_total,206,206,206,15/04/2023,ENT
200,nwm78_total,63,63,63,15/04/2023,ENT
200,rtt_maxwt,23,23,23,15/04/2023,ENT
200,rtt_meanwt,23,23,23,15/04/2023,ENT
200,rtt_medianwt,23,23,23,15/04/2023,ENT
200,rtt_nwm78_total,63,63,63,15/04/2023,ENT
200,wl_size,775,775,775,15/04/2023,ENT
201,nwl104_total,0,0,0,16/04/2023,ENT
201,nwl52_total,568,568,568,16/04/2023,ENT
201,nwm104_total,1,1,1,16/04/2023,ENT
201,nwm52_total,206,206,206,16/04/2023,ENT
201,nwm78_total,63,63,63,16/04/2023,ENT
201,rtt_maxwt,104,104,104,16/04/2023,ENT
201,rtt_meanwt,50,50,50,16/04/2023,ENT
201,rtt_medianwt,24,24,24,16/04/2023,ENT
201,rtt_nwm78_total,63,63,63,16/04/2023,ENT
201,wl_size,775,775,775,16/04/2023,ENT
202,nwl104_total,0,0,0,17/04/2023,ENT
202,nwl52_total,573,573,573,17/04/2023,ENT
202,nwm104_total,1,1,1,17/04/2023,ENT
202,nwm52_total,206,206,206,17/04/2023,ENT
202,nwm78_total,63,63,63,17/04/2023,ENT
202,rtt_maxwt,22,22,22,17/04/2023,ENT
202,rtt_meanwt,22,22,22,17/04/2023,ENT
202,rtt_medianwt,22,22,22,17/04/2023,ENT
202,rtt_nwm78_total,63,63,63,17/04/2023,ENT
202,wl_size,780,780,780,17/04/2023,ENT
203,nwl104_total,0,0,0,18/04/2023,ENT
203,nwl52_total,573,573,573,18/04/2023,ENT
203,nwm104_total,1,1,1,18/04/2023,ENT
203,nwm52_total,206,206,206,18/04/2023,ENT
203,nwm78_total,63,63,63,18/04/2023,ENT
203,rtt_maxwt,23,23,23,18/04/2023,ENT
203,rtt_meanwt,22.333333333333332,22.333333333333332,22.333333333333332,18/04/2023,ENT
203,rtt_medianwt,23,23,23,18/04/2023,ENT
203,rtt_nwm78_total,63,63,63,18/04/2023,ENT
203,wl_size,780,780,780,18/04/2023,ENT
204,nwl104_total,0,0,0,19/04/2023,ENT
204,nwl52_total,575,575,575,19/04/2023,ENT
204,nwm104_total,1,1,1,19/04/2023,ENT
204,nwm52_total,208,208,208,19/04/2023,ENT
204,nwm78_total,68,68,68,19/04/2023,ENT
204,rtt_maxwt,21,21,21,19/04/2023,ENT
204,rtt_meanwt,21,21,21,19/04/2023,ENT
204,rtt_medianwt,21,21,21,19/04/2023,ENT
204,rtt_nwm78_total,68,68,68,19/04/2023,ENT
204,wl_size,784,784,784,19/04/2023,ENT
205,nwl104_total,0,0,0,20/04/2023,ENT
205,nwl52_total,573,573,573,20/04/2023,ENT
205,nwm104_total,1,1,1,20/04/2023,ENT
205,nwm52_total,208,208,208,20/04/2023,ENT
205,nwm78_total,68,68,68,20/04/2023,ENT
205,rtt_maxwt,22,22,22,20/04/2023,ENT
205,rtt_meanwt,21.2,21.2,21.2,20/04/2023,ENT
205,rtt_medianwt,21,21,21,20/04/2023,ENT
205,rtt_nwm78_total,68,68,68,20/04/2023,ENT
205,wl_size,782,782,782,20/04/2023,ENT
206,nwl104_total,0,0,0,21/04/2023,ENT
206,nwl52_total,577,577,577,21/04/2023,ENT
206,nwm104_total,1,1,1,21/04/2023,ENT
206,nwm52_total,208,208,208,21/04/2023,ENT
206,nwm78_total,68,68,68,21/04/2023,ENT
206,rtt_maxwt,36,36,36,21/04/2023,ENT
206,rtt_meanwt,36,36,36,21/04/2023,ENT
206,rtt_medianwt,36,36,36,21/04/2023,ENT
206,rtt_nwm78_total,68,68,68,21/04/2023,ENT
206,wl_size,786,786,786,21/04/2023,ENT
207,nwl104_total,0,0,0,22/04/2023,ENT
207,nwl52_total,578,578,578,22/04/2023,ENT
207,nwm104_total,1,1,1,22/04/2023,ENT
207,nwm52_total,208,208,208,22/04/2023,ENT
207,nwm78_total,68,68,68,22/04/2023,ENT
207,rtt_maxwt,22,22,22,22/04/2023,ENT
207,rtt_meanwt,21.75,21.75,21.75,22/04/2023,ENT
207,rtt_medianwt,22,22,22,22/04/2023,ENT
207,rtt_nwm78_total,68,68,68,22/04/2023,ENT
207,wl_size,787,787,787,22/04/2023,ENT
208,nwl104_total,0,0,0,23/04/2023,ENT
208,nwl52_total,578,578,578,23/04/2023,ENT
208,nwm104_total,1,1,1,23/04/2023,ENT
208,nwm52_total,208,208,208,23/04/2023,ENT
208,nwm78_total,68,68,68,23/04/2023,ENT
208,rtt_maxwt,20,20,20,23/04/2023,ENT
208,rtt_meanwt,20,20,20,23/04/2023,ENT
208,rtt_medianwt,20,20,20,23/04/2023,ENT
208,rtt_nwm78_total,68,68,68,23/04/2023,ENT
208,wl_size,787,787,787,23/04/2023,ENT
209,nwl104_total,0,0,0,24/04/2023,ENT
209,nwl52_total,584,584,584,24/04/2023,ENT
209,nwm104_total,1,1,1,24/04/2023,ENT
209,nwm52_total,208,208,208,24/04/2023,ENT
209,nwm78_total,68,68,68,24/04/2023,ENT
209,rtt_maxwt,36,36,36,24/04/2023,ENT
209,rtt_meanwt,36,36,36,24/04/2023,ENT
209,rtt_medianwt,36,36,36,24/04/2023,ENT
209,rtt_nwm78_total,68,68,68,24/04/2023,ENT
209,wl_size,793,793,793,24/04/2023,ENT
210,nwl104_total,0,0,0,25/04/2023,ENT
210,nwl52_total,594,594,594,25/04/2023,ENT
210,nwm104_total,1,1,1,25/04/2023,ENT
210,nwm52_total,208,208,208,25/04/2023,ENT
210,nwm78_total,68,68,68,25/04/2023,ENT
210,rtt_nwm78_total,68,68,68,25/04/2023,ENT
210,wl_size,803,803,803,25/04/2023,ENT
211,nwl104_total,0,0,0,26/04/2023,ENT
211,nwl52_total,590,590,590,26/04/2023,ENT
211,nwm104_total,1,1,1,26/04/2023,ENT
211,nwm52_total,213,213,213,26/04/2023,ENT
211,nwm78_total,76,76,76,26/04/2023,ENT
211,rtt_maxwt,23,23,23,26/04/2023,ENT
211,rtt_meanwt,22,22,22,26/04/2023,ENT
211,rtt_medianwt,22,22,22,26/04/2023,ENT
211,rtt_nwm78_total,76,76,76,26/04/2023,ENT
211,wl_size,804,804,804,26/04/2023,ENT
212,nwl104_total,0,0,0,27/04/2023,ENT
212,nwl52_total,587,587,587,27/04/2023,ENT
212,nwm104_total,1,1,1,27/04/2023,ENT
212,nwm52_total,213,213,213,27/04/2023,ENT
212,nwm78_total,76,76,76,27/04/2023,ENT
212,rtt_maxwt,22,22,22,27/04/2023,ENT
212,rtt_meanwt,20.75,20.75,20.75,27/04/2023,ENT
212,rtt_medianwt,20.5,20.5,20.5,27/04/2023,ENT
212,rtt_nwm78_total,76,76,76,27/04/2023,ENT
212,wl_size,801,801,801,27/04/2023,ENT
213,nwl104_total,0,0,0,28/04/2023,ENT
213,nwl52_total,584,584,584,28/04/2023,ENT
213,nwm104_total,1,1,1,28/04/2023,ENT
213,nwm52_total,213,213,213,28/04/2023,ENT
213,nwm78_total,76,76,76,28/04/2023,ENT
213,rtt_maxwt,35,35,35,28/04/2023,ENT
213,rtt_meanwt,22.75,22.75,22.75,28/04/2023,ENT
213,rtt_medianwt,19.5,19.5,19.5,28/04/2023,ENT
213,rtt_nwm78_total,76,76,76,28/04/2023,ENT
213,wl_size,798,798,798,28/04/2023,ENT
214,nwl104_total,0,0,0,29/04/2023,ENT
214,nwl52_total,581,581,581,29/04/2023,ENT
214,nwm104_total,1,1,1,29/04/2023,ENT
214,nwm52_total,213,213,213,29/04/2023,ENT
214,nwm78_total,76,76,76,29/04/2023,ENT
214,rtt_maxwt,17,17,17,29/04/2023,ENT
214,rtt_meanwt,16,16,16,29/04/2023,ENT
214,rtt_medianwt,16,16,16,29/04/2023,ENT
214,rtt_nwm78_total,76,76,76,29/04/2023,ENT
214,wl_size,795,795,795,29/04/2023,ENT
215,nwl104_total,0,0,0,30/04/2023,ENT
215,nwl52_total,585,585,585,30/04/2023,ENT
215,nwm104_total,1,1,1,30/04/2023,ENT
215,nwm52_total,213,213,213,30/04/2023,ENT
215,nwm78_total,76,76,76,30/04/2023,ENT
215,rtt_nwm78_total,76,76,76,30/04/2023,ENT
215,wl_size,799,799,799,30/04/2023,ENT
216,nwl104_total,0,0,0,01/05/2023,ENT
216,nwl52_total,585,585,585,01/05/2023,ENT
216,nwm104_total,1,1,1,01/05/2023,ENT
216,nwm52_total,212,212,212,01/05/2023,ENT
216,nwm78_total,76,76,76,01/05/2023,ENT
216,rtt_maxwt,105,105,105,01/05/2023,ENT
216,rtt_meanwt,38.25,38.25,38.25,01/05/2023,ENT
216,rtt_medianwt,16.5,16.5,16.5,01/05/2023,ENT
216,rtt_nwm78_total,76,76,76,01/05/2023,ENT
216,wl_size,798,798,798,01/05/2023,ENT
217,nwl104_total,0,0,0,02/05/2023,ENT
217,nwl52_total,584,584,584,02/05/2023,ENT
217,nwm104_total,1,1,1,02/05/2023,ENT
217,nwm52_total,212,212,212,02/05/2023,ENT
217,nwm78_total,76,76,76,02/05/2023,ENT
217,rtt_maxwt,16,16,16,02/05/2023,ENT
217,rtt_meanwt,15.333333333333334,15.333333333333334,15.333333333333334,02/05/2023,ENT
217,rtt_medianwt,15,15,15,02/05/2023,ENT
217,rtt_nwm78_total,76,76,76,02/05/2023,ENT
217,wl_size,797,797,797,02/05/2023,ENT
218,nwl104_total,0,0,0,03/05/2023,ENT
218,nwl52_total,586,586,586,03/05/2023,ENT
218,nwm104_total,1,1,1,03/05/2023,ENT
